fips,county_name,state_name,latitude,longitude
28047,Harrison,Mississippi,30.510169,-89.114540
28049,Hinds,Mississippi,32.266688,-90.442834
28051,Holmes,Mississippi,33.123533,-90.092027
28053,Humphreys,Mississippi,33.128701,-90.526618
28055,Issaquena,Mississippi,32.741402,-90.989199
28057,Itawamba,Mississippi,34.279963,-88.361304
28059,Jackson,Mississippi,30.541046,-88.635871
28061,Jasper,Mississippi,32.019107,-89.118860
28063,Jefferson,Mississippi,31.734239,-91.037341
28065,Jefferson Davis,Mississippi,31.569660,-89.823002
28067,Jones,Mississippi,31.622541,-89.168777
28069,Kemper,Mississippi,32.754540,-88.641185
28071,Lafayette,Mississippi,34.356748,-89.484947
28073,Lamar,Mississippi,31.205845,-89.508678
28075,Lauderdale,Mississippi,32.404262,-88.662569
28077,Lawrence,Mississippi,31.550200,-90.107004
28079,Leake,Mississippi,32.753540,-89.524071
28081,Lee,Mississippi,34.289896,-88.680411
28083,Leflore,Mississippi,33.550571,-90.301058
28085,Lincoln,Mississippi,31.532402,-90.454005
28087,Lowndes,Mississippi,33.472947,-88.443312
28089,Madison,Mississippi,32.634666,-90.033783
28091,Marion,Mississippi,31.230852,-89.822442
28093,Marshall,Mississippi,34.762257,-89.503032
28095,Monroe,Mississippi,33.892255,-88.480496
28097,Montgomery,Mississippi,33.494112,-89.616392
28099,Neshoba,Mississippi,32.753491,-89.117571
28101,Newton,Mississippi,32.400230,-89.118797
28103,Noxubee,Mississippi,33.110124,-88.569737
28105,Oktibbeha,Mississippi,33.424947,-88.879340
28107,Panola,Mississippi,34.363907,-89.950576
28109,Pearl River,Mississippi,30.768742,-89.589499
28111,Perry,Mississippi,31.172003,-88.992358
28113,Pike,Mississippi,31.174862,-90.404176
28115,Pontotoc,Mississippi,34.225435,-89.037410
28117,Prentiss,Mississippi,34.618275,-88.520068
28119,Quitman,Mississippi,34.251381,-90.289103
28121,Rankin,Mississippi,32.264135,-89.945808
28123,Scott,Mississippi,32.406389,-89.537650
28125,Sharkey,Mississippi,32.879848,-90.813182
28127,Simpson,Mississippi,31.913170,-89.919484
28129,Smith,Mississippi,32.017682,-89.506670
28131,Stone,Mississippi,30.789955,-89.117697
28133,Sunflower,Mississippi,33.602295,-90.588615
28135,Tallahatchie,Mississippi,33.950477,-90.173222
28137,Tate,Mississippi,34.650331,-89.944750
28139,Tippah,Mississippi,34.768380,-88.908888
28141,Tishomingo,Mississippi,34.740414,-88.239310
28143,Tunica,Mississippi,34.652081,-90.375778
28145,Union,Mississippi,34.490469,-89.003878
28147,Walthall,Mississippi,31.148424,-90.106137
28149,Warren,Mississippi,32.356908,-90.852494
28151,Washington,Mississippi,33.283742,-90.947455
28153,Wayne,Mississippi,31.640794,-88.695787
28155,Webster,Mississippi,33.613089,-89.284791
28157,Wilkinson,Mississippi,31.161079,-91.310917
28159,Winston,Mississippi,33.088493,-89.034403
28161,Yalobusha,Mississippi,34.028176,-89.707617
28163,Yazoo,Mississippi,32.780329,-90.396396
29001,Adair,Missouri,40.190593,-92.600713
29003,Andrew,Missouri,39.983491,-94.802049
29005,Atchison,Missouri,40.430819,-95.428089
29007,Audrain,Missouri,39.215743,-91.841575
29009,Barry,Missouri,36.709856,-93.829065
29011,Barton,Missouri,37.502317,-94.347109
29013,Bates,Missouri,38.257262,-94.340036
29015,Benton,Missouri,38.294854,-93.287949
29017,Bollinger,Missouri,37.322165,-90.025939
29019,Boone,Missouri,38.990624,-92.309655
29021,Buchanan,Missouri,39.659883,-94.806131
29023,Butler,Missouri,36.716427,-90.406592
29025,Caldwell,Missouri,39.655708,-93.982769
29027,Callaway,Missouri,38.835524,-91.926015
29029,Camden,Missouri,38.027040,-92.766074
29031,Cape Girardeau,Missouri,37.384013,-89.684460
29033,Carroll,Missouri,39.426986,-93.505184
29035,Carter,Missouri,36.941253,-90.962336
29037,Cass,Missouri,38.647022,-94.354898
29039,Cedar,Missouri,37.723842,-93.856613
29041,Chariton,Missouri,39.515096,-92.962633
29043,Christian,Missouri,36.969567,-93.188853
29045,Clark,Missouri,40.410342,-91.738357
29047,Clay,Missouri,39.310483,-94.420920
29049,Clinton,Missouri,39.601777,-94.404592
29051,Cole,Missouri,38.505973,-92.279409
29053,Cooper,Missouri,38.843544,-92.810104
29055,Crawford,Missouri,37.976363,-91.303932
29057,Dade,Missouri,37.432047,-93.850247
29059,Dallas,Missouri,37.680443,-93.023645
29061,Daviess,Missouri,39.960735,-93.985465
29063,DeKalb,Missouri,39.893173,-94.404713
29065,Dent,Missouri,37.606651,-91.507852
29067,Douglas,Missouri,36.932601,-92.498808
29069,Dunklin,Missouri,36.272124,-90.090915
29071,Franklin,Missouri,38.411145,-91.074997
29073,Gasconade,Missouri,38.440099,-91.508002
29075,Gentry,Missouri,40.212071,-94.409892
29077,Greene,Missouri,37.258060,-93.341971
29079,Grundy,Missouri,40.113934,-93.565344
29081,Harrison,Missouri,40.354660,-93.992052
29083,Henry,Missouri,38.385193,-93.792766
29085,Hickory,Missouri,37.940793,-93.320712
29087,Holt,Missouri,40.094500,-95.215726
29089,Howard,Missouri,39.142477,-92.696255
29091,Howell,Missouri,36.774014,-91.886524
29093,Iron,Missouri,37.555149,-90.773424
29095,Jackson,Missouri,39.008508,-94.346128
29097,Jasper,Missouri,37.203554,-94.340616
29099,Jefferson,Missouri,38.261051,-90.537737
29101,Johnson,Missouri,38.744083,-93.806388
29103,Knox,Missouri,40.128264,-92.148099
29105,Laclede,Missouri,37.658326,-92.590343
29107,Lafayette,Missouri,39.065565,-93.785553
29109,Lawrence,Missouri,37.106377,-93.832963
29111,Lewis,Missouri,40.096876,-91.722111
29113,Lincoln,Missouri,39.058037,-90.960063
29115,Linn,Missouri,39.870209,-93.107194
29117,Livingston,Missouri,39.782122,-93.548256
29119,McDonald,Missouri,36.628690,-94.348344
29121,Macon,Missouri,39.830802,-92.564625
29123,Madison,Missouri,37.478047,-90.345022
29125,Maries,Missouri,38.161636,-91.924877
29127,Marion,Missouri,39.805940,-91.622435
29129,Mercer,Missouri,40.422374,-93.568520
29131,Miller,Missouri,38.214514,-92.428397
29133,Mississippi,Missouri,36.828091,-89.291145
29135,Moniteau,Missouri,38.632731,-92.583093
29137,Monroe,Missouri,39.495445,-92.000729
29139,Montgomery,Missouri,38.940817,-91.470265
29141,Morgan,Missouri,38.423732,-92.885987
29143,New Madrid,Missouri,36.594585,-89.651754
29145,Newton,Missouri,36.905503,-94.339253
29147,Nodaway,Missouri,40.360759,-94.883463
29149,Oregon,Missouri,36.686675,-91.403275
29151,Osage,Missouri,38.459799,-91.861253
29153,Ozark,Missouri,36.649314,-92.444680
29155,Pemiscot,Missouri,36.211373,-89.785391
29157,Perry,Missouri,37.707159,-89.824440
29159,Pettis,Missouri,38.728300,-93.285108
29161,Phelps,Missouri,37.877154,-91.792348
29163,Pike,Missouri,39.343840,-91.171370
29165,Platte,Missouri,39.380386,-94.773614
29167,Polk,Missouri,37.616480,-93.400534
29169,Pulaski,Missouri,37.824605,-92.207658
29171,Putnam,Missouri,40.478911,-93.016033
29173,Ralls,Missouri,39.527688,-91.522023
29175,Randolph,Missouri,39.440139,-92.497075
29177,Ray,Missouri,39.352395,-93.989895
29179,Reynolds,Missouri,37.362336,-90.969092
29181,Ripley,Missouri,36.652816,-90.863835
29183,St. Charles,Missouri,38.781922,-90.674879
29185,St. Clair,Missouri,38.037197,-93.775957
29186,Ste. Genevieve,Missouri,37.894470,-90.194501
29187,St. Francois,Missouri,37.810218,-90.472185
29189,St. Louis,null,38.640527,-90.443319
29195,Saline,Missouri,39.136841,-93.201861
29197,Schuyler,Missouri,40.470262,-92.520911
29199,Scotland,Missouri,40.452617,-92.147017
29201,Scott,Missouri,37.053040,-89.568530
29203,Shannon,Missouri,37.157381,-91.400505
29205,Shelby,Missouri,39.797765,-92.076583
29207,Stoddard,Missouri,36.855600,-89.944303
29209,Stone,Missouri,36.746937,-93.455997
29211,Sullivan,Missouri,40.210633,-93.111510
29213,Taney,Missouri,36.654760,-93.041132
29215,Texas,Missouri,37.317314,-91.965051
29217,Vernon,Missouri,37.850569,-94.342427
29219,Warren,Missouri,38.764631,-91.160712
29221,Washington,Missouri,37.961709,-90.877403
29223,Wayne,Missouri,37.112662,-90.461434
29225,Webster,Missouri,37.280910,-92.875881
29227,Worth,Missouri,40.479103,-94.422123
29229,Wright,Missouri,37.270159,-92.468720
29510,St. Louis,Missouri,38.635876,-90.245057
30001,Beaverhead,Montana,45.132708,-112.899053
30003,Big Horn,Montana,45.423451,-107.489760
30005,Blaine,Montana,48.432771,-108.958639
30007,Broadwater,Montana,46.331935,-111.495508
30009,Carbon,Montana,45.227362,-109.028462
30011,Carter,Montana,45.516780,-104.536168
30013,Cascade,Montana,47.308005,-111.347121
30015,Chouteau,Montana,47.880557,-110.435194
30017,Custer,Montana,46.252662,-105.571766
30019,Daniels,Montana,48.783778,-105.548541
30021,Dawson,Montana,47.266413,-104.899475
30023,Deer Lodge,Montana,46.060828,-113.067695
30025,Fallon,Montana,46.334016,-104.417410
30027,Fergus,Montana,47.263562,-109.224264
30029,Flathead,Montana,48.295186,-114.049775
30031,Gallatin,Montana,45.540858,-111.170291
30033,Garfield,Montana,47.277705,-106.992817
30035,Glacier,Montana,48.705094,-112.994774
30037,Golden Valley,Montana,46.381212,-109.174946
30039,Granite,Montana,46.404445,-113.440277
30041,Hill,Montana,48.628253,-110.111272
30043,Jefferson,Montana,46.148519,-112.093785
30045,Judith Basin,Montana,47.045423,-110.266050
30047,Lake,Montana,47.645939,-114.089338
30049,Lewis and Clark,Montana,47.122356,-112.390399
30051,Liberty,Montana,48.561688,-111.024595
30053,Lincoln,Montana,48.542529,-115.405180
30055,McCone,Montana,47.645250,-105.795358
30057,Madison,Montana,45.300765,-111.920313
30059,Meagher,Montana,46.598173,-110.885650
30061,Mineral,Montana,47.147302,-114.998209
30063,Missoula,Montana,47.036451,-113.923759
30065,Musselshell,Montana,46.496527,-108.397756
30067,Park,Montana,45.488362,-110.526359
30069,Petroleum,Montana,47.117492,-108.250089
30071,Phillips,Montana,48.259110,-107.913306
30073,Pondera,Montana,48.227973,-112.226356
30075,Powder River,Montana,45.395021,-105.630150
30077,Powell,Montana,46.856612,-112.936203
30079,Prairie,Montana,46.860491,-105.377929
30081,Ravalli,Montana,46.081834,-114.120231
30083,Richland,Montana,47.787962,-104.561374
30085,Roosevelt,Montana,48.294535,-105.016523
30087,Rosebud,Montana,46.229762,-106.730826
30089,Sanders,Montana,47.674781,-115.133245
30091,Sheridan,Montana,48.721229,-104.504677
30093,Silver Bow,Montana,45.902345,-112.656708
30095,Stillwater,Montana,45.669414,-109.394787
30097,Sweet Grass,Montana,45.813734,-109.941013
30099,Teton,Montana,47.837290,-112.240814
30101,Toole,Montana,48.655302,-111.695707
30103,Treasure,Montana,46.211455,-107.271696
30105,Valley,Montana,48.365258,-106.667537
30107,Wheatland,Montana,46.466304,-109.844404
30109,Wibaux,Montana,46.965366,-104.248954
30111,Yellowstone,Montana,45.937232,-108.274274
31001,Adams,Nebraska,40.524477,-98.501211
31003,Antelope,Nebraska,42.176914,-98.066686
31005,Arthur,Nebraska,41.568926,-101.695923
31007,Banner,Nebraska,41.546071,-103.710576
31009,Blaine,Nebraska,41.912767,-99.976804
31011,Boone,Nebraska,41.706785,-98.067249
31013,Box Butte,Nebraska,42.219783,-103.085654
31015,Boyd,Nebraska,42.899699,-98.766513
31017,Brown,Nebraska,42.430019,-99.929507
31019,Buffalo,Nebraska,40.855153,-99.074988
31021,Burt,Nebraska,41.851520,-96.328610
31023,Butler,Nebraska,41.226078,-97.131759
31025,Cass,Nebraska,40.909716,-96.140882
31027,Cedar,Nebraska,42.599249,-97.252391
31029,Chase,Nebraska,40.524187,-101.697983
31031,Cherry,Nebraska,42.544967,-101.118568
31033,Cheyenne,Nebraska,41.219788,-102.994955
31035,Clay,Nebraska,40.524434,-98.051288
31037,Colfax,Nebraska,41.574015,-97.086468
31039,Cuming,Nebraska,41.916390,-96.787387
31041,Custer,Nebraska,41.394296,-99.726142
31043,Dakota,Nebraska,42.391082,-96.564592
31045,Dawes,Nebraska,42.719732,-103.135437
31047,Dawson,Nebraska,40.869949,-99.819564
31049,Deuel,Nebraska,41.111556,-102.333784
31051,Dixon,Nebraska,42.493210,-96.867734
31053,Dodge,Nebraska,41.577900,-96.654000
31055,Douglas,Nebraska,41.295343,-96.154310
31057,Dundy,Nebraska,40.176206,-101.687973
31059,Fillmore,Nebraska,40.524657,-97.596508
31061,Franklin,Nebraska,40.176334,-98.952813
31063,Frontier,Nebraska,40.530087,-100.394107
31065,Furnas,Nebraska,40.176438,-99.912313
31067,Gage,Nebraska,40.261889,-96.689443
31069,Garden,Nebraska,41.619417,-102.335500
31071,Garfield,Nebraska,41.914355,-98.991397
31073,Gosper,Nebraska,40.514813,-99.830696
31075,Grant,Nebraska,41.914981,-101.740553
31077,Greeley,Nebraska,41.567450,-98.521212
31079,Hall,Nebraska,40.872588,-98.502184
31081,Hamilton,Nebraska,40.873566,-98.023227
31083,Harlan,Nebraska,40.176499,-99.404651
31085,Hayes,Nebraska,40.524782,-101.061828
31087,Hitchcock,Nebraska,40.176334,-101.042274
31089,Holt,Nebraska,42.455704,-98.783830
31091,Hooker,Nebraska,41.915965,-101.135346
31093,Howard,Nebraska,41.220045,-98.517105
31095,Jefferson,Nebraska,40.175734,-97.142717
31097,Johnson,Nebraska,40.392643,-96.265087
31099,Kearney,Nebraska,40.506714,-98.948014
31101,Keith,Nebraska,41.198870,-101.661324
31103,Keya Paha,Nebraska,42.878880,-99.712366
31105,Kimball,Nebraska,41.197776,-103.714921
31107,Knox,Nebraska,42.636821,-97.891902
31109,Lancaster,Nebraska,40.784168,-96.687753
31111,Lincoln,Nebraska,41.047734,-100.745300
31113,Logan,Nebraska,41.566482,-100.482836
31115,Loup,Nebraska,41.913875,-99.454402
31117,McPherson,Nebraska,41.568120,-101.060499
31119,Madison,Nebraska,41.916698,-97.600767
31121,Merrick,Nebraska,41.169832,-98.037674
31123,Morrill,Nebraska,41.716011,-103.010619
31125,Nance,Nebraska,41.397323,-97.992198
31127,Nemaha,Nebraska,40.387649,-95.849830
31129,Nuckolls,Nebraska,40.176395,-98.047168
31131,Otoe,Nebraska,40.648503,-96.134764
31133,Pawnee,Nebraska,40.131471,-96.237065
31135,Perkins,Nebraska,40.851009,-101.649748
31137,Phelps,Nebraska,40.511109,-99.414552
31139,Pierce,Nebraska,42.264361,-97.601302
31141,Platte,Nebraska,41.571304,-97.521135
31143,Polk,Nebraska,41.186901,-97.568433
31145,Red Willow,Nebraska,40.175828,-100.476874
31147,Richardson,Nebraska,40.124986,-95.717629
31149,Rock,Nebraska,42.421311,-99.449916
31151,Saline,Nebraska,40.524061,-97.140923
31153,Sarpy,Nebraska,41.112909,-96.111951
31155,Saunders,Nebraska,41.226371,-96.637398
31157,Scotts Bluff,Nebraska,41.850588,-103.707969
31159,Seward,Nebraska,40.872376,-97.139516
31161,Sheridan,Nebraska,42.504752,-102.408914
31163,Sherman,Nebraska,41.220590,-98.976215
31165,Sioux,Nebraska,42.487659,-103.758881
31167,Stanton,Nebraska,41.916938,-97.193915
31169,Thayer,Nebraska,40.176243,-97.594953
31171,Thomas,Nebraska,41.913566,-100.555792
31173,Thurston,Nebraska,42.158193,-96.544042
31175,Valley,Nebraska,41.567313,-98.981865
31177,Washington,Nebraska,41.531057,-96.221864
31179,Wayne,Nebraska,42.209284,-97.119277
31181,Webster,Nebraska,40.176428,-98.499954
31183,Wheeler,Nebraska,41.914777,-98.528200
31185,York,Nebraska,40.872739,-97.597107
32001,Churchill,Nevada,39.580907,-118.335837
32003,Clark,Nevada,36.215177,-115.014407
32005,Douglas,Nevada,38.912187,-119.616383
32007,Elko,Nevada,41.145835,-115.357797
32009,Esmeralda,Nevada,37.784601,-117.632303
32011,Eureka,Nevada,39.983872,-116.268583
32013,Humboldt,Nevada,41.406845,-118.111922
32015,Lander,Nevada,39.933500,-117.038119
32017,Lincoln,Nevada,37.643397,-114.877515
32019,Lyon,Nevada,39.020384,-119.189145
32021,Mineral,Nevada,38.538743,-118.435119
32023,Nye,Nevada,38.042178,-116.471817
32027,Pershing,Nevada,40.440400,-118.404328
32029,Storey,Nevada,39.446526,-119.529171
32031,Washoe,Nevada,40.665589,-119.664181
32033,White Pine,Nevada,39.442158,-114.901535
32510,Carson City,null,39.151146,-119.747427
33001,Belknap,null,43.518677,-71.423312
33003,Carroll,null,43.873878,-71.202803
33005,Cheshire,null,42.919298,-72.251207
33007,Coos,null,44.689592,-71.305675
33009,Grafton,null,43.940796,-71.820645
33011,Hillsborough,null,42.915317,-71.716054
33013,Merrimack,null,43.297642,-71.680201
33015,Rockingham,null,42.987537,-71.125169
33017,Strafford,New Hampshire,43.297345,-71.029421
33019,Sullivan,New Hampshire,43.361264,-72.222381
34001,Atlantic,New Jersey,39.477813,-74.660165
34003,Bergen,New Jersey,40.959748,-74.074420
34005,Burlington,New Jersey,39.877629,-74.668097
34007,Camden,New Jersey,39.803594,-74.959799
34009,Cape May,New Jersey,39.148880,-74.800509
34011,Cumberland,New Jersey,39.372909,-75.110907
34013,Essex,New Jersey,40.787052,-74.246853
34015,Gloucester,New Jersey,39.717234,-75.141573
34017,Hudson,New Jersey,40.734906,-74.077887
34019,Hunterdon,New Jersey,40.567265,-74.912220
34021,Mercer,New Jersey,40.283391,-74.701702
34023,Middlesex,New Jersey,40.439450,-74.411214
34025,Monmouth,New Jersey,40.260072,-74.221237
34027,Morris,New Jersey,40.862031,-74.544471
34029,Ocean,New Jersey,39.884942,-74.281374
34031,Passaic,New Jersey,41.033683,-74.300360
34033,Salem,New Jersey,39.587353,-75.349019
34035,Somerset,New Jersey,40.563527,-74.616318
34037,Sussex,New Jersey,41.139485,-74.690247
34039,Union,New Jersey,40.659940,-74.308892
34041,Warren,New Jersey,40.857207,-74.997025
35001,Bernalillo,New Mexico,35.051290,-106.670070
35003,Catron,New Mexico,33.915391,-108.404736
35005,Chaves,New Mexico,33.363163,-104.467018
35006,Cibola,New Mexico,34.912646,-107.999601
35007,Colfax,New Mexico,36.606153,-104.646881
35009,Curry,New Mexico,34.574247,-103.346816
35011,De Baca,New Mexico,34.342445,-104.411997
35013,Doña Ana,null,32.352629,-106.832777
35015,Eddy,New Mexico,32.471474,-104.304221
35017,Grant,New Mexico,32.738958,-108.382287
35019,Guadalupe,New Mexico,34.863245,-104.790806
35021,Harding,New Mexico,35.857971,-103.819894
35023,Hidalgo,New Mexico,31.914103,-108.714804
35025,Lea,New Mexico,32.792156,-103.412451
35027,Lincoln,New Mexico,33.745173,-105.459233
35028,Los Alamos,New Mexico,35.869373,-106.307274
35029,Luna,New Mexico,32.182198,-107.749743
35031,McKinley,New Mexico,35.580643,-108.261833
35033,Mora,New Mexico,36.009918,-104.944518
35035,Otero,New Mexico,32.613102,-105.741608
35037,Quay,New Mexico,35.104334,-103.549691
35039,Rio Arriba,New Mexico,36.509597,-106.693120
35041,Roosevelt,New Mexico,34.021311,-103.480188
35043,Sandoval,New Mexico,35.688581,-106.865812
35045,San Juan,New Mexico,36.508500,-108.320631
35047,San Miguel,New Mexico,35.480253,-104.815772
35049,Santa Fe,New Mexico,35.506854,-105.976078
35051,Sierra,New Mexico,33.130536,-107.192324
35053,Socorro,New Mexico,34.007288,-106.930315
35055,Taos,New Mexico,36.578297,-105.630957
35057,Torrance,New Mexico,34.640404,-105.850804
35059,Union,New Mexico,36.481754,-103.471011
35061,Valencia,New Mexico,34.715431,-106.809168
36001,Albany,New York,42.600178,-73.973545
36003,Allegany,New York,42.257410,-78.027580
36005,Bronx,New York,40.849919,-73.864839
36007,Broome,New York,42.160252,-75.819612
36009,Cattaraugus,New York,42.248599,-78.678838
36011,Cayuga,New York,42.917549,-76.554510
36013,Chautauqua,New York,42.227910,-79.366417
36015,Chemung,New York,42.141263,-76.760038
36017,Chenango,New York,42.493505,-75.611571
36019,Clinton,New York,44.746185,-73.678168
36021,Columbia,New York,42.250066,-73.631799
36023,Cortland,New York,42.595001,-76.070270
36025,Delaware,New York,42.198074,-74.966481
36027,Dutchess,New York,41.765152,-73.742858
36029,Erie,New York,42.764021,-78.732461
36031,Essex,New York,44.117203,-73.772642
36033,Franklin,New York,44.592886,-74.303836
36035,Fulton,New York,43.113831,-74.422161
36037,Genesee,New York,43.000937,-78.193731
36039,Greene,New York,42.276513,-74.122720
36041,Hamilton,New York,43.661128,-74.497373
36043,Herkimer,New York,43.419715,-74.962520
36045,Jefferson,New York,44.049125,-75.922317
36047,Kings,New York,40.638923,-73.938781
